short_title,gutenberg_title,genre,year,author,section,class,act,scene,character,line_number,text
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"As he shall think by our true diligence,"
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,He is no less than what we say he is.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,LORD.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"Take him up gently, and to bed with him,"
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,And each one to his office when he wakes.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,[Sly is borne out. A trumpet sounds.]
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"Sirrah, go see what trumpet ’tis that sounds."
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,[Exit Servant.]
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"Belike some noble gentleman that means,"
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"Travelling some journey, to repose him here."
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,Re-enter Servant.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,How now! who is it?
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,SERVANT.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"An it please your honour, players"
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,That offer service to your lordship.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,LORD.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,Bid them come near.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,Enter Players.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"Now, fellows, you are welcome."
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,PLAYERS.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,We thank your honour.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,LORD.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,Do you intend to stay with me tonight?
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,PLAYER.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,So please your lordship to accept our duty.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,LORD.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,With all my heart. This fellow I remember
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,Since once he play’d a farmer’s eldest son;
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,’Twas where you woo’d the gentlewoman so well.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"I have forgot your name; but, sure, that part"
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,Was aptly fitted and naturally perform’d.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,PLAYER.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,I think ’twas Soto that your honour means.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,LORD.
